query-id,corpus-id,score
trec-202115,NCT01583712,0
trec-202115,NCT01611532,0
trec-202115,NCT01678365,0
trec-202115,NCT01708941,0
trec-202115,NCT01713452,0
trec-202115,NCT01717599,0
trec-202115,NCT01736917,0
trec-202115,NCT01738139,0
trec-202115,NCT01766037,0
trec-202115,NCT01784393,0
trec-202115,NCT01796652,0
trec-202115,NCT01814631,0
trec-202115,NCT01822522,0
trec-202115,NCT01848990,0
trec-202115,NCT01851044,0
trec-202115,NCT01868373,0
trec-202115,NCT01873417,0
trec-202115,NCT01911351,0
trec-202115,NCT01921452,0
trec-202115,NCT01957020,0
trec-202115,NCT01966081,0
trec-202115,NCT01989221,0
trec-202115,NCT01991392,0
trec-202115,NCT01991457,0
trec-202115,NCT01993498,0
trec-202115,NCT01994200,0
trec-202115,NCT01994343,0
trec-202115,NCT01997658,0
trec-202115,NCT01998334,0
trec-202115,NCT02002793,0
trec-202115,NCT02007226,0
trec-202115,NCT02028468,0
trec-202115,NCT02035345,0
trec-202115,NCT02040493,0
trec-202115,NCT02059122,0
trec-202115,NCT02059538,0
trec-202115,NCT02068677,0
trec-202115,NCT02074709,0
trec-202115,NCT02078245,0
trec-202115,NCT02082353,0
trec-202115,NCT02112903,0
trec-202115,NCT02132078,0
trec-202115,NCT02137317,0
trec-202115,NCT02161367,0
trec-202115,NCT02205125,0
trec-202115,NCT02209935,0
trec-202115,NCT02232893,0
trec-202115,NCT02276547,0
trec-202115,NCT02294500,0
trec-202115,NCT02303301,0
trec-202115,NCT02321280,0
trec-202115,NCT02343068,0
trec-202115,NCT02343692,0
trec-202115,NCT02356159,0
trec-202115,NCT02362438,0
trec-202115,NCT02393365,0
trec-202115,NCT02422524,0
trec-202115,NCT02433002,0
trec-202115,NCT02458118,0
trec-202115,NCT02475733,0
trec-202115,NCT02476279,0
trec-202115,NCT02497846,0
trec-202115,NCT02525757,0
trec-202115,NCT02543658,0
trec-202115,NCT02562716,0
trec-202115,NCT02563977,0
trec-202115,NCT02567877,0
trec-202115,NCT02591407,0
trec-202115,NCT02607488,0
trec-202115,NCT02639156,0
trec-202115,NCT02664077,0
trec-202115,NCT02676973,0
trec-202115,NCT02685826,0
trec-202115,NCT02685865,0
trec-202115,NCT02704091,0
trec-202115,NCT02718092,0
trec-202115,NCT02746432,0
trec-202115,NCT02758977,0
trec-202115,NCT02790138,0
trec-202115,NCT02800785,0
trec-202115,NCT02835599,0
trec-202115,NCT02876289,0
trec-202115,NCT02878148,0
trec-202115,NCT02883049,0
trec-202115,NCT02915432,0
trec-202115,NCT02937727,0
trec-202115,NCT02940860,0
trec-202115,NCT02955901,0
trec-202115,NCT02962154,0
trec-202115,NCT02968511,0
trec-202115,NCT02971475,0
trec-202115,NCT02992951,0
trec-202115,NCT03022110,0
trec-202115,NCT03022162,0
trec-202115,NCT03043170,0
trec-202115,NCT03081663,0
trec-202115,NCT03089892,0
trec-202115,NCT03116360,0
trec-202115,NCT03142867,0
trec-202115,NCT03173118,0
trec-202115,NCT03182049,0
trec-202115,NCT03182296,0
trec-202115,NCT03235245,0
trec-202115,NCT03259880,0
trec-202115,NCT03260881,0
trec-202115,NCT03280433,0
trec-202115,NCT03281902,0
trec-202115,NCT03289351,0
trec-202115,NCT03312634,0
trec-202115,NCT03339362,0
trec-202115,NCT03342716,0
trec-202115,NCT03407807,0
trec-202115,NCT03411629,0
trec-202115,NCT03415347,0
trec-202115,NCT03423511,0
trec-202115,NCT03436082,0
trec-202115,NCT03443505,0
trec-202115,NCT03452774,0
trec-202115,NCT03456622,0
trec-202115,NCT03461536,0
trec-202115,NCT03465293,0
trec-202115,NCT03476317,0
trec-202115,NCT03498794,0
trec-202115,NCT03524872,0
trec-202115,NCT03525808,0
trec-202115,NCT03533582,0
trec-202115,NCT03601325,0
trec-202115,NCT03609944,0
trec-202115,NCT03614793,0
trec-202115,NCT03642769,0
trec-202115,NCT03643900,0
trec-202115,NCT03649399,0
trec-202115,NCT03661398,0
trec-202115,NCT03698461,0
trec-202115,NCT03771456,0
trec-202115,NCT03815370,0
trec-202115,NCT03831464,0
trec-202115,NCT03836274,0
trec-202115,NCT03841617,0
trec-202115,NCT03858192,0
trec-202115,NCT03871127,0
trec-202115,NCT03898622,0
trec-202115,NCT03902678,0
trec-202115,NCT03908255,0
trec-202115,NCT03910764,0
trec-202115,NCT03914625,0
trec-202115,NCT03918226,0
trec-202115,NCT03937193,0
trec-202115,NCT03949777,0
trec-202115,NCT03955081,0
trec-202115,NCT03959085,0
trec-202115,NCT03964844,0
trec-202115,NCT03967041,0
trec-202115,NCT03988517,0
trec-202115,NCT04014179,0
trec-202115,NCT04033120,0
trec-202115,NCT04034043,0
trec-202115,NCT04054037,0
trec-202115,NCT04054349,0
trec-202115,NCT04057846,0
trec-202115,NCT04090710,0
trec-202115,NCT04115826,0
trec-202115,NCT04117607,0
trec-202115,NCT04220840,0
trec-202115,NCT04231279,0
trec-202115,NCT04234035,0
trec-202115,NCT04240132,0
trec-202115,NCT04242108,0
trec-202115,NCT04284969,0
trec-202115,NCT04293562,0
trec-202115,NCT04312165,0
trec-202115,NCT04335474,0
trec-202115,NCT04344353,0
trec-202115,NCT04358575,0
trec-202115,NCT04358601,0
trec-202115,NCT04367987,0
trec-202115,NCT04381169,0
trec-202115,NCT04384588,0
trec-202115,NCT04390126,0
trec-202115,NCT04410549,0
trec-202115,NCT04410601,0
trec-202115,NCT04433754,0
trec-202115,NCT04445012,0
trec-202115,NCT04445896,0
trec-202115,NCT04507932,0
trec-202115,NCT04514497,0
trec-202115,NCT04525027,0
trec-202115,NCT04546399,0
trec-202115,NCT04563806,0
trec-202115,NCT04565873,0
trec-202115,NCT04595058,0
trec-202115,NCT04599621,0
trec-202115,NCT04604730,0
trec-202115,NCT04620538,0
trec-202115,NCT04626843,0
trec-202115,NCT04655391,0
trec-202115,NCT04672642,0
trec-202115,NCT04681066,0
trec-202115,NCT04704466,0
trec-202115,NCT04708925,0
trec-202115,NCT04753255,0
trec-202115,NCT04764760,0
trec-202115,NCT04776109,0
trec-202115,NCT04805268,0
trec-202115,NCT04813055,0
trec-202115,NCT04817631,0
trec-202115,NCT04831957,0
trec-202115,NCT00003049,2
trec-202115,NCT00005267,2
trec-202115,NCT00005926,2
trec-202115,NCT00059826,2
trec-202115,NCT00224042,2
trec-202115,NCT00224055,2
trec-202115,NCT00265525,2
trec-202115,NCT00453830,2
trec-202115,NCT00463762,2
trec-202115,NCT00515034,2
trec-202115,NCT00629135,2
trec-202115,NCT00661882,2
trec-202115,NCT00663247,2
trec-202115,NCT00664066,2
trec-202115,NCT00673374,2
trec-202115,NCT00699166,2
trec-202115,NCT00816179,2
trec-202115,NCT00860587,2
trec-202115,NCT00977093,2
trec-202115,NCT00991601,2
trec-202115,NCT01008488,2
trec-202115,NCT01015378,2
trec-202115,NCT01022905,2
trec-202115,NCT01047462,2
trec-202115,NCT01050361,2
trec-202115,NCT01129167,2
trec-202115,NCT01135849,2
trec-202115,NCT01151566,2
trec-202115,NCT01241799,2
trec-202115,NCT01250574,2
trec-202115,NCT01276886,2
trec-202115,NCT01321970,2
trec-202115,NCT01411072,2
trec-202115,NCT01437410,2
trec-202115,NCT01442441,2
trec-202115,NCT01442454,2
trec-202115,NCT01474564,2
trec-202115,NCT01493349,2
trec-202115,NCT01513421,2
trec-202115,NCT01515150,2
trec-202115,NCT01526590,2
trec-202115,NCT01558869,2
trec-202115,NCT01563133,2
trec-202115,NCT01606631,2
trec-202115,NCT01673945,2
trec-202115,NCT01678144,2
trec-202115,NCT01705054,2
trec-202115,NCT01734967,2
trec-202115,NCT01764503,2
trec-202115,NCT01774162,2
trec-202115,NCT01785589,2
trec-202115,NCT01875198,2
trec-202115,NCT01900327,2
trec-202115,NCT01903148,2
trec-202115,NCT01919151,2
trec-202115,NCT01931449,2
trec-202115,NCT01962610,2
trec-202115,NCT01964430,2
trec-202115,NCT01966406,2
trec-202115,NCT01989624,2
trec-202115,NCT02047279,2
trec-202115,NCT02115867,2
trec-202115,NCT02150486,2
trec-202115,NCT02191839,2
trec-202115,NCT02206360,2
trec-202115,NCT02397993,2
trec-202115,NCT02399800,2
trec-202115,NCT02422095,2
trec-202115,NCT02478892,2
trec-202115,NCT02552771,2
trec-202115,NCT02555735,2
trec-202115,NCT02598414,2
trec-202115,NCT02607527,2
trec-202115,NCT02703545,2
trec-202115,NCT02719912,2
trec-202115,NCT02756468,2
trec-202115,NCT02773563,2
trec-202115,NCT02775461,2
trec-202115,NCT02776787,2
trec-202115,NCT02781012,2
trec-202115,NCT02814396,2
trec-202115,NCT02818829,2
trec-202115,NCT02863770,2
trec-202115,NCT02886247,2
trec-202115,NCT02972671,2
trec-202115,NCT02974764,2
trec-202115,NCT02984501,2
trec-202115,NCT03008707,2
trec-202115,NCT03012178,2
trec-202115,NCT03012841,2
trec-202115,NCT03028181,2
trec-202115,NCT03064308,2
trec-202115,NCT03146091,2
trec-202115,NCT03152487,2
trec-202115,NCT03155373,2
trec-202115,NCT03279588,2
trec-202115,NCT03320733,2
trec-202115,NCT03325829,2
trec-202115,NCT03358576,2
trec-202115,NCT03392571,2
trec-202115,NCT03443011,2
trec-202115,NCT03444259,2
trec-202115,NCT03458806,2
trec-202115,NCT03469050,2
trec-202115,NCT03472716,2
trec-202115,NCT03476941,2
trec-202115,NCT03532347,2
trec-202115,NCT03557216,2
trec-202115,NCT03578445,2
trec-202115,NCT03609931,2
trec-202115,NCT03685591,2
trec-202115,NCT03896750,2
trec-202115,NCT03935100,2
trec-202115,NCT03982446,2
trec-202115,NCT04011982,2
trec-202115,NCT04085055,2
trec-202115,NCT04095312,2
trec-202115,NCT04099134,2
trec-202115,NCT04113499,2
trec-202115,NCT04115527,2
trec-202115,NCT04196244,2
trec-202115,NCT04235556,2
trec-202115,NCT04241367,2
trec-202115,NCT04253249,2
trec-202115,NCT04254224,2
trec-202115,NCT04254692,2
trec-202115,NCT04279821,2
trec-202115,NCT04289961,2
trec-202115,NCT04311385,2
trec-202115,NCT04325867,2
trec-202115,NCT04356040,2
trec-202115,NCT04370574,2
trec-202115,NCT04500405,2
trec-202115,NCT04509492,2
trec-202115,NCT04527367,2
trec-202115,NCT04530253,2
trec-202115,NCT04600063,2
trec-202115,NCT04623749,2
trec-202115,NCT04658524,2
trec-202115,NCT04683172,2
trec-202115,NCT04814251,2
trec-202115,NCT04821219,2
trec-202115,NCT04852406,2
trec-202115,NCT00031837,1
trec-202115,NCT00068575,1
trec-202115,NCT00081731,1
trec-202115,NCT00097734,1
trec-202115,NCT00114972,1
trec-202115,NCT00140101,1
trec-202115,NCT00195351,1
trec-202115,NCT00209339,1
trec-202115,NCT00230971,1
trec-202115,NCT00317265,1
trec-202115,NCT00335543,1
trec-202115,NCT00336648,1
trec-202115,NCT00360607,1
trec-202115,NCT00397787,1
trec-202115,NCT00410774,1
trec-202115,NCT00424827,1
trec-202115,NCT00460174,1
trec-202115,NCT00463294,1
trec-202115,NCT00467922,1
trec-202115,NCT00488306,1
trec-202115,NCT00580749,1
trec-202115,NCT00586313,1
trec-202115,NCT00587132,1
trec-202115,NCT00588367,1
trec-202115,NCT00590200,1
trec-202115,NCT00614653,1
trec-202115,NCT00630513,1
trec-202115,NCT00733746,1
trec-202115,NCT00736086,1
trec-202115,NCT00844649,1
trec-202115,NCT00853541,1
trec-202115,NCT00870766,1
trec-202115,NCT00889187,1
trec-202115,NCT00895089,1
trec-202115,NCT00921856,1
trec-202115,NCT00998322,1
trec-202115,NCT01015820,1
trec-202115,NCT01020279,1
trec-202115,NCT01094561,1
trec-202115,NCT01111253,1
trec-202115,NCT01120340,1
trec-202115,NCT01130701,1
trec-202115,NCT01232829,1
trec-202115,NCT01360918,1
trec-202115,NCT01369407,1
trec-202115,NCT01371240,1
trec-202115,NCT01384721,1
trec-202115,NCT01476995,1
trec-202115,NCT01531712,1
trec-202115,NCT01534754,1
trec-202115,NCT01625533,1
trec-202115,NCT01658943,1
trec-202115,NCT01662609,1
trec-202115,NCT01663493,1
trec-202115,NCT01685567,1
trec-202115,NCT01707225,1
trec-202115,NCT01707524,1
trec-202115,NCT01710254,1
trec-202115,NCT01783054,1
trec-202115,NCT01837342,1
trec-202115,NCT01897623,1
trec-202115,NCT01945125,1
trec-202115,NCT01986686,1
trec-202115,NCT01995500,1
trec-202115,NCT02097225,1
trec-202115,NCT02194829,1
trec-202115,NCT02219698,1
trec-202115,NCT02221713,1
trec-202115,NCT02243007,1
trec-202115,NCT02277834,1
trec-202115,NCT02347618,1
trec-202115,NCT02426944,1
trec-202115,NCT02487277,1
trec-202115,NCT02503709,1
trec-202115,NCT02580422,1
trec-202115,NCT02642419,1
trec-202115,NCT02715102,1
trec-202115,NCT02722551,1
trec-202115,NCT02758860,1
trec-202115,NCT02812992,1
trec-202115,NCT02882503,1
trec-202115,NCT03040986,1
trec-202115,NCT03085004,1
trec-202115,NCT03142152,1
trec-202115,NCT03156842,1
trec-202115,NCT03167112,1
trec-202115,NCT03213626,1
trec-202115,NCT03239262,1
trec-202115,NCT03291938,1
trec-202115,NCT03338426,1
trec-202115,NCT03341546,1
trec-202115,NCT03527706,1
trec-202115,NCT03528785,1
trec-202115,NCT03559348,1
trec-202115,NCT03580044,1
trec-202115,NCT03665441,1
trec-202115,NCT03681665,1
trec-202115,NCT03693261,1
trec-202115,NCT03702582,1
trec-202115,NCT03778879,1
trec-202115,NCT03877731,1
trec-202115,NCT03949933,1
trec-202115,NCT03998566,1
trec-202115,NCT04148625,1
trec-202115,NCT04193813,1
trec-202115,NCT04229004,1
trec-202115,NCT04261439,1
trec-202115,NCT04279457,1
trec-202115,NCT04340141,1
trec-202115,NCT04347330,1
trec-202115,NCT04375605,1
trec-202115,NCT04390243,1
trec-202115,NCT04472910,1
trec-202115,NCT04641611,1
trec-202115,NCT04663490,1
trec-202115,NCT04730765,1
trec-202115,NCT04805710,1
trec-202120,NCT00000910,0
trec-202120,NCT00001621,0
trec-202120,NCT00006055,0
trec-202120,NCT00017927,0
trec-202120,NCT00025883,0
trec-202120,NCT00026962,0
trec-202120,NCT00028028,0
trec-202120,NCT00071994,0
trec-202120,NCT00077311,0
trec-202120,NCT00100698,0
trec-202120,NCT00101114,0
trec-202120,NCT00104962,0
trec-202120,NCT00117000,0
trec-202120,NCT00125190,0
trec-202120,NCT00140153,0
trec-202120,NCT00143416,0
trec-202120,NCT00145288,0
trec-202120,NCT00148122,0
trec-202120,NCT00149188,0
trec-202120,NCT00151437,0
trec-202120,NCT00166569,0
trec-202120,NCT00182091,0
trec-202120,NCT00183352,0
trec-202120,NCT00193661,0
trec-202120,NCT00194285,0
trec-202120,NCT00211627,0
trec-202120,NCT00216398,0
trec-202120,NCT00216736,0
trec-202120,NCT00220298,0
trec-202120,NCT00246805,0
trec-202120,NCT00277966,0
trec-202120,NCT00280657,0
trec-202120,NCT00283153,0
trec-202120,NCT00289926,0
trec-202120,NCT00311987,0
trec-202120,NCT00312026,0
trec-202120,NCT00329706,0
trec-202120,NCT00396513,0
trec-202120,NCT00397813,0
trec-202120,NCT00407888,0
trec-202120,NCT00422812,0
trec-202120,NCT00425165,0
trec-202120,NCT00427700,0
trec-202120,NCT00434824,0
trec-202120,NCT00443781,0
trec-202120,NCT00444288,0
trec-202120,NCT00444691,0
trec-202120,NCT00451568,0
trec-202120,NCT00461149,0
trec-202120,NCT00462605,0
trec-202120,NCT00468624,0
trec-202120,NCT00473369,0
trec-202120,NCT00475046,0
trec-202120,NCT00484705,0
trec-202120,NCT00493103,0
trec-202120,NCT00497575,0
trec-202120,NCT00497653,0
trec-202120,NCT00521300,0
trec-202120,NCT00564252,0
trec-202120,NCT00566280,0
trec-202120,NCT00585650,0
trec-202120,NCT00595140,0
trec-202120,NCT00602433,0
trec-202120,NCT00624676,0
trec-202120,NCT00642720,0
trec-202120,NCT00670800,0
trec-202120,NCT00679679,0
trec-202120,NCT00704912,0
trec-202120,NCT00722761,0
trec-202120,NCT00724178,0
trec-202120,NCT00735787,0
trec-202120,NCT00748657,0
trec-202120,NCT00784615,0
trec-202120,NCT00797693,0
trec-202120,NCT00813683,0
trec-202120,NCT00842140,0
trec-202120,NCT00855296,0
trec-202120,NCT00855374,0
trec-202120,NCT00858351,0
trec-202120,NCT00900211,0
trec-202120,NCT00914823,0
trec-202120,NCT00915954,0
trec-202120,NCT00922233,0
trec-202120,NCT00924287,0
trec-202120,NCT00948402,0
trec-202120,NCT00953394,0
trec-202120,NCT00960167,0
trec-202120,NCT00967499,0
trec-202120,NCT00975143,0
trec-202120,NCT01020279,0
trec-202120,NCT01022476,0
trec-202120,NCT01022905,0
trec-202120,NCT01026584,0
trec-202120,NCT01029873,0
trec-202120,NCT01048177,0
trec-202120,NCT01051726,0
trec-202120,NCT01052870,0
trec-202120,NCT01070160,0
trec-202120,NCT01113918,0
trec-202120,NCT01114633,0
trec-202120,NCT01116167,0
trec-202120,NCT01122342,0
trec-202120,NCT01143142,0
trec-202120,NCT01150539,0
trec-202120,NCT01154712,0
trec-202120,NCT01163955,0
trec-202120,NCT01165619,0
trec-202120,NCT01195142,0
trec-202120,NCT01200537,0
trec-202120,NCT01220141,0
trec-202120,NCT01237054,0
trec-202120,NCT01241019,0
trec-202120,NCT01256619,0
trec-202120,NCT01257152,0
trec-202120,NCT01259219,0
trec-202120,NCT01295060,0
trec-202120,NCT01316042,0
trec-202120,NCT01322334,0
trec-202120,NCT01335490,0
trec-202120,NCT01338519,0
trec-202120,NCT01360905,0
trec-202120,NCT01360996,0
trec-202120,NCT01370369,0
trec-202120,NCT01396369,0
trec-202120,NCT01403532,0
trec-202120,NCT01425528,0
trec-202120,NCT01425541,0
trec-202120,NCT01434368,0
trec-202120,NCT01438073,0
trec-202120,NCT01444209,0
trec-202120,NCT01446393,0
trec-202120,NCT01452477,0
trec-202120,NCT01461616,0
trec-202120,NCT01464879,0
trec-202120,NCT01471405,0
trec-202120,NCT01487590,0
trec-202120,NCT01492374,0
trec-202120,NCT01503775,0
trec-202120,NCT01541241,0
trec-202120,NCT01541306,0
trec-202120,NCT01573611,0
trec-202120,NCT01577017,0
trec-202120,NCT01600833,0
trec-202120,NCT01601015,0
trec-202120,NCT01615562,0
trec-202120,NCT01615666,0
trec-202120,NCT01643577,0
trec-202120,NCT01644305,0
trec-202120,NCT01687972,0
trec-202120,NCT01689064,0
trec-202120,NCT01706250,0
trec-202120,NCT01735799,0
trec-202120,NCT01736410,0
trec-202120,NCT01792362,0
trec-202120,NCT01798875,0
trec-202120,NCT01800604,0
trec-202120,NCT01817894,0
trec-202120,NCT01840449,0
trec-202120,NCT01842373,0
trec-202120,NCT01846442,0
trec-202120,NCT01850095,0
trec-202120,NCT01861717,0
trec-202120,NCT01872078,0
trec-202120,NCT01878955,0
trec-202120,NCT01885273,0
trec-202120,NCT01889199,0
trec-202120,NCT01891149,0
trec-202120,NCT01892254,0
trec-202120,NCT01892930,0
trec-202120,NCT01927471,0
trec-202120,NCT01929057,0
trec-202120,NCT01932788,0
trec-202120,NCT01940666,0
trec-202120,NCT01991457,0
trec-202120,NCT01991548,0
trec-202120,NCT01993498,0
trec-202120,NCT01994200,0
trec-202120,NCT01994343,0
trec-202120,NCT01995500,0
trec-202120,NCT02010814,0
trec-202120,NCT02023931,0
trec-202120,NCT02025088,0
trec-202120,NCT02026258,0
trec-202120,NCT02052479,0
trec-202120,NCT02124850,0
trec-202120,NCT02145247,0
trec-202120,NCT02179359,0
trec-202120,NCT02185456,0
trec-202120,NCT02201719,0
trec-202120,NCT02223377,0
trec-202120,NCT02233335,0
trec-202120,NCT02255578,0
trec-202120,NCT02260362,0
trec-202120,NCT02269306,0
trec-202120,NCT02288858,0
trec-202120,NCT02341339,0
trec-202120,NCT02349399,0
trec-202120,NCT02353481,0
trec-202120,NCT02379728,0
trec-202120,NCT02396810,0
trec-202120,NCT02396966,0
trec-202120,NCT02399150,0
trec-202120,NCT02400073,0
trec-202120,NCT02409914,0
trec-202120,NCT02411266,0
trec-202120,NCT02411916,0
trec-202120,NCT02413268,0
trec-202120,NCT02413450,0
trec-202120,NCT02414529,0
trec-202120,NCT02484755,0
trec-202120,NCT02492347,0
trec-202120,NCT02494297,0
trec-202120,NCT02512913,0
trec-202120,NCT02524665,0
trec-202120,NCT02525276,0
trec-202120,NCT02526719,0
trec-202120,NCT02547857,0
trec-202120,NCT02568488,0
trec-202120,NCT02571998,0
trec-202120,NCT02611128,0
trec-202120,NCT02615964,0
trec-202120,NCT02633462,0
trec-202120,NCT02644304,0
trec-202120,NCT02647827,0
trec-202120,NCT02653911,0
trec-202120,NCT02656121,0
trec-202120,NCT02659813,0
trec-202120,NCT02663570,0
trec-202120,NCT02673632,0
trec-202120,NCT02677506,0
trec-202120,NCT02691845,0
trec-202120,NCT02695940,0
trec-202120,NCT02703064,0
trec-202120,NCT02715102,0
trec-202120,NCT02727244,0
trec-202120,NCT02769962,0
trec-202120,NCT02775851,0
trec-202120,NCT02780999,0
trec-202120,NCT02783508,0
trec-202120,NCT02801565,0
trec-202120,NCT02807233,0
trec-202120,NCT02818660,0
trec-202120,NCT02841137,0
trec-202120,NCT02855138,0
trec-202120,NCT02865187,0
trec-202120,NCT02865915,0
trec-202120,NCT02893163,0
trec-202120,NCT02920515,0
trec-202120,NCT02923609,0
trec-202120,NCT02948283,0
trec-202120,NCT02953834,0
trec-202120,NCT02959294,0
trec-202120,NCT02994602,0
trec-202120,NCT03008551,0
trec-202120,NCT03012594,0
trec-202120,NCT03019679,0
trec-202120,NCT03026686,0
trec-202120,NCT03031535,0
trec-202120,NCT03051880,0
trec-202120,NCT03057509,0
trec-202120,NCT03072940,0
trec-202120,NCT03083522,0
trec-202120,NCT03083548,0
trec-202120,NCT03088046,0
trec-202120,NCT03117764,0
trec-202120,NCT03137147,0
trec-202120,NCT03162172,0
trec-202120,NCT03169621,0
trec-202120,NCT03177122,0
trec-202120,NCT03179111,0
trec-202120,NCT03186222,0
trec-202120,NCT03195413,0
trec-202120,NCT03199053,0
trec-202120,NCT03225040,0
trec-202120,NCT03229408,0
trec-202120,NCT03231657,0
trec-202120,NCT03237312,0
trec-202120,NCT03257930,0
trec-202120,NCT03270488,0
trec-202120,NCT03280849,0
trec-202120,NCT03284775,0
trec-202120,NCT03301168,0
trec-202120,NCT03306849,0
trec-202120,NCT03316469,0
trec-202120,NCT03321903,0
trec-202120,NCT03325023,0
trec-202120,NCT03326024,0
trec-202120,NCT03358199,0
trec-202120,NCT03363620,0
trec-202120,NCT03395756,0
trec-202120,NCT03401047,0
trec-202120,NCT03406130,0
trec-202120,NCT03416738,0
trec-202120,NCT03418961,0
trec-202120,NCT03418987,0
trec-202120,NCT03422809,0
trec-202120,NCT03436108,0
trec-202120,NCT03450369,0
trec-202120,NCT03465150,0
trec-202120,NCT03478163,0
trec-202120,NCT03496753,0
trec-202120,NCT03529955,0
trec-202120,NCT03537573,0
trec-202120,NCT03547453,0
trec-202120,NCT03556917,0
trec-202120,NCT03558204,0
trec-202120,NCT03568370,0
trec-202120,NCT03576755,0
trec-202120,NCT03579303,0
trec-202120,NCT03583294,0
trec-202120,NCT03607474,0
trec-202120,NCT03613116,0
trec-202120,NCT03620123,0
trec-202120,NCT03655938,0
trec-202120,NCT03713229,0
trec-202120,NCT03763955,0
trec-202120,NCT03773263,0
trec-202120,NCT03797833,0
trec-202120,NCT03819140,0
trec-202120,NCT03858595,0
trec-202120,NCT03870035,0
trec-202120,NCT03876145,0
trec-202120,NCT03878524,0
trec-202120,NCT03879369,0
trec-202120,NCT03881345,0
trec-202120,NCT03888495,0
trec-202120,NCT03892980,0
trec-202120,NCT03901417,0
trec-202120,NCT03902262,0
trec-202120,NCT03905603,0
trec-202120,NCT03914625,0
trec-202120,NCT03945474,0
trec-202120,NCT03964324,0
trec-202120,NCT03973528,0
trec-202120,NCT03980717,0
trec-202120,NCT03987854,0
trec-202120,NCT03988712,0
trec-202120,NCT03998358,0
trec-202120,NCT04021524,0
trec-202120,NCT04027946,0
trec-202120,NCT04050176,0
trec-202120,NCT04069572,0
trec-202120,NCT04076501,0
trec-202120,NCT04090931,0
trec-202120,NCT04121325,0
trec-202120,NCT04127279,0
trec-202120,NCT04157855,0
trec-202120,NCT04197245,0
trec-202120,NCT04202796,0
trec-202120,NCT04204044,0
trec-202120,NCT04216251,0
trec-202120,NCT04218877,0
trec-202120,NCT04233632,0
trec-202120,NCT04242290,0
trec-202120,NCT04247282,0
trec-202120,NCT04250792,0
trec-202120,NCT04251052,0
trec-202120,NCT04254588,0
trec-202120,NCT04256512,0
trec-202120,NCT04260204,0
trec-202120,NCT04268251,0
trec-202120,NCT04274894,0
trec-202120,NCT04287140,0
trec-202120,NCT04305964,0
trec-202120,NCT04310592,0
trec-202120,NCT04329715,0
trec-202120,NCT04333836,0
trec-202120,NCT04355312,0
trec-202120,NCT04390802,0
trec-202120,NCT04396977,0
trec-202120,NCT04423055,0
trec-202120,NCT04424576,0
trec-202120,NCT04425083,0
trec-202120,NCT04427111,0
trec-202120,NCT04430595,0
trec-202120,NCT04434053,0
trec-202120,NCT04447872,0
trec-202120,NCT04471285,0
trec-202120,NCT04485403,0
trec-202120,NCT04523116,0
trec-202120,NCT04529356,0
trec-202120,NCT04532645,0
trec-202120,NCT04546399,0
trec-202120,NCT04556071,0
trec-202120,NCT04559620,0
trec-202120,NCT04561661,0
trec-202120,NCT04586283,0
trec-202120,NCT04592471,0
trec-202120,NCT04599829,0
trec-202120,NCT04635007,0
trec-202120,NCT04636034,0
trec-202120,NCT04651257,0
trec-202120,NCT04661098,0
trec-202120,NCT04668794,0
trec-202120,NCT04669704,0
trec-202120,NCT04675216,0
trec-202120,NCT04679233,0
trec-202120,NCT04682860,0
trec-202120,NCT04716374,0
trec-202120,NCT04736264,0
trec-202120,NCT04738201,0
trec-202120,NCT04738409,0
trec-202120,NCT04744766,0
trec-202120,NCT04777526,0
trec-202120,NCT04819139,0
trec-202120,NCT00001860,1
trec-202120,NCT00004438,1
trec-202120,NCT00005100,1
trec-202120,NCT00068029,1
trec-202120,NCT00499993,1
trec-202120,NCT00552071,1
trec-202120,NCT00600886,1
trec-202120,NCT00616642,1
trec-202120,NCT00627796,1
trec-202120,NCT00642421,1
trec-202120,NCT00690898,1
trec-202120,NCT00921609,1
trec-202120,NCT00993356,1
trec-202120,NCT00994214,1
trec-202120,NCT01029275,1
trec-202120,NCT01044264,1
trec-202120,NCT01086982,1
trec-202120,NCT01203618,1
trec-202120,NCT01261000,1
trec-202120,NCT01278342,1
trec-202120,NCT01371643,1
trec-202120,NCT01424241,1
trec-202120,NCT01552083,1
trec-202120,NCT01568359,1
trec-202120,NCT01688531,1
trec-202120,NCT02235987,1
trec-202120,NCT02274311,1
trec-202120,NCT02493517,1
trec-202120,NCT00004332,2
trec-202120,NCT00068042,2
trec-202120,NCT00088582,2
trec-202120,NCT00128232,2
trec-202120,NCT00143052,2
trec-202120,NCT00145405,2
trec-202120,NCT00171886,2
trec-202120,NCT00225979,2
trec-202120,NCT00242541,2
trec-202120,NCT00250159,2
trec-202120,NCT00376064,2
trec-202120,NCT00447499,2
trec-202120,NCT00461240,2
trec-202120,NCT00517491,2
trec-202120,NCT00598949,2
trec-202120,NCT00616408,2
trec-202120,NCT00652379,2
trec-202120,NCT00701363,2
trec-202120,NCT00765323,2
trec-202120,NCT00913055,2
trec-202120,NCT01000090,2
trec-202120,NCT01368133,2
trec-202120,NCT01412424,2
trec-202120,NCT01612624,2
trec-202120,NCT01618513,2
trec-202120,NCT01809808,2
trec-202120,NCT02111044,2
trec-202120,NCT02354508,2
trec-202120,NCT02668172,2
trec-202120,NCT02685709,2
trec-202120,NCT02952885,2
trec-202120,NCT03042026,2
